Tarih,Yıl,Ay,Bölge,Toplam_Üretim_MWh,Toplam_Tüketim_MWh,Yenilenebilir_Oranı,Pik_Talep_MW,Önerilen_Enerji_Türü
2018-06-15,2018,6,Marmara,40517.45187282725,42005.634383882985,0.5333451906860139,7185.06664181836,Karma Enerji Üretimi
2018-05-15,2018,5,Güneydoğu Anadolu,39535.02648525065,38033.521979772515,0.46779563918433986,3028.793302490608,Karma Enerji Üretimi
2022-03-15,2022,3,Doğu Anadolu,24419.001521320584,25367.444507819804,0.49117715059178463,7133.536798707437,Karma Enerji Üretimi
2020-06-15,2020,6,Ege,34317.12760623392,34421.115823579166,0.26678048937265453,7842.443887971919,Termik (Kömür/Doğalgaz)
2018-11-15,2018,11,Doğu Anadolu,17673.7329634805,18124.891088014097,0.3010853934540939,7130.338151262642,Termik (Kömür/Doğalgaz)
2016-12-15,2016,12,Ege,36845.6626861081,36829.05014188563,0.5253609585710944,5174.1366930187305,Karma Enerji Üretimi
2014-02-15,2014,2,Doğu Anadolu,31401.30838029839,30411.710137626393,0.6378338511058235,6875.664116805572,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-06-15,2022,6,Marmara,37853.945741330914,37424.45679147491,0.4545101848803005,5461.627400005909,Karma Enerji Üretimi
2019-06-15,2019,6,Karadeniz,30572.45355408654,30508.807446161707,0.2602568263225743,4706.239138130782,Termik (Kömür/Doğalgaz)
2020-04-15,2020,4,Doğu Anadolu,34780.61766617348,36154.86157343711,0.504667872866883,6069.667923800309,Karma Enerji Üretimi
2024-12-15,2024,12,Ege,42246.85466100969,43339.84551818855,0.48886212239612076,6270.663685139369,Karma Enerji Üretimi
2015-12-15,2015,12,Karadeniz,25682.90177693539,26932.414111708527,0.49230992774275484,4186.133958679972,Karma Enerji Üretimi
2024-08-15,2024,8,Doğu Anadolu,27473.25310569966,27278.040074472876,0.46636200153523233,6482.149035180536,Karma Enerji Üretimi
2018-12-15,2018,12,Güneydoğu Anadolu,17427.578491537566,17258.496436557056,0.31940980599460345,6474.755444512309,Termik (Kömür/Doğalgaz)
2021-11-15,2021,11,Güneydoğu Anadolu,39665.3966044927,41055.06584589389,0.3347976218794632,6286.7674108506435,Termik (Kömür/Doğalgaz)
2022-01-15,2022,1,Doğu Anadolu,15526.570900998868,15205.650050064716,0.5592567495674686,5589.802638562895,Yenilenebilir (Güneş/Rüzgar/Hidro)
2024-08-15,2024,8,Akdeniz,22360.56942498633,21371.63334917777,0.4064131476509595,4171.016854631671,Karma Enerji Üretimi
2014-02-15,2014,2,Güneydoğu Anadolu,43184.96824692567,44890.02890604926,0.48915999152443407,7609.371175115584,Karma Enerji Üretimi
2019-12-15,2019,12,İç Anadolu,33017.83000081852,33069.600068637825,0.6177567892857669,5484.817414529151,Yenilenebilir (Güneş/Rüzgar/Hidro)
2023-08-15,2023,8,Karadeniz,18836.004036672526,19336.18800313673,0.25000465390214643,5082.829142411461,Termik (Kömür/Doğalgaz)
2020-05-15,2020,5,Doğu Anadolu,22951.392849750122,21851.894810146936,0.28286866699057095,7839.300174225153,Termik (Kömür/Doğalgaz)
2021-06-15,2021,6,Karadeniz,40409.065626211814,41997.50641608807,0.2749830374476286,7417.323814930303,Termik (Kömür/Doğalgaz)
2016-03-15,2016,3,Karadeniz,21966.38085440452,22844.101580033053,0.4035564885492846,5717.764305569943,Karma Enerji Üretimi
2016-10-15,2016,10,İç Anadolu,35026.732155630816,33878.97574521651,0.3269156075234683,3204.3430813323944,Termik (Kömür/Doğalgaz)
2024-01-15,2024,1,İç Anadolu,37528.19395089955,36032.21842942853,0.3611411104358849,4381.595542329268,Karma Enerji Üretimi
2024-04-15,2024,4,Ege,36421.581701343806,34933.36486490062,0.3297081345867203,7387.350233272409,Termik (Kömür/Doğalgaz)
2020-09-15,2020,9,Ege,40670.882815126184,40758.10432572433,0.2754563637146569,7156.867571928549,Termik (Kömür/Doğalgaz)
2024-01-15,2024,1,Güneydoğu Anadolu,26928.371356586118,26293.60572426348,0.3321331754827199,5415.198487794451,Termik (Kömür/Doğalgaz)
2021-10-15,2021,10,Akdeniz,25807.017564012836,25214.471114903856,0.587084760864222,4566.739587925716,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-08-15,2015,8,Güneydoğu Anadolu,19020.456853519223,18124.17997613793,0.5520549022694476,6101.547756767323,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-11-15,2015,11,Doğu Anadolu,16550.45163505823,16602.344966388602,0.46625404864404263,6187.149507491033,Karma Enerji Üretimi
2022-02-15,2022,2,Akdeniz,27915.880153866226,26918.150249856284,0.6060388140735233,4729.387303689287,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-05-15,2022,5,Marmara,38777.8534886515,40359.597454989875,0.6274806371280883,7800.678022027236,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-09-15,2017,9,Marmara,23794.431907830396,24737.4904724739,0.2552007694042944,3427.5426542723403,Termik (Kömür/Doğalgaz)
2016-05-15,2016,5,Marmara,26287.787565927472,25192.903097848826,0.5608587663709748,5792.021248679025,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-12-15,2017,12,Doğu Anadolu,20553.98786515859,20640.11102155393,0.5991783343505633,6661.124432047805,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-07-15,2015,7,Marmara,35541.935176616375,34342.81048946714,0.6143708737975371,7112.686214615845,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-10-15,2022,10,Marmara,22959.78412666401,23192.949641258936,0.36862396488237226,6572.120820356211,Karma Enerji Üretimi
2023-06-15,2023,6,Güneydoğu Anadolu,20747.78837204477,21615.5419779707,0.2907214731798148,5529.789538674659,Termik (Kömür/Doğalgaz)
2017-07-15,2017,7,Ege,43889.76011576984,43195.740845751,0.5030487572535793,7660.140527550087,Karma Enerji Üretimi
2016-06-15,2016,6,Doğu Anadolu,32509.683355526162,31136.912031098695,0.6397579230664666,7931.0537223980145,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-06-15,2022,6,Marmara,27861.06062959301,26549.27765346052,0.44235605864120364,6312.17005850534,Karma Enerji Üretimi
2023-07-15,2023,7,Akdeniz,35308.223489905125,36501.31793174294,0.5935057117397888,6741.779268328699,Yenilenebilir (Güneş/Rüzgar/Hidro)
2023-10-15,2023,10,Doğu Anadolu,34449.54022356287,32982.352985962425,0.40018757138660016,7019.072725967234,Karma Enerji Üretimi
2023-09-15,2023,9,Ege,33169.136679702344,31899.435082407486,0.38488263022630087,3714.2098240716596,Karma Enerji Üretimi
2015-04-15,2015,4,Akdeniz,33546.54189948783,32208.446413667585,0.283642722445999,6504.8456572956,Termik (Kömür/Doğalgaz)
2015-05-15,2015,5,Ege,39110.162306973434,37884.332720090206,0.6070235993959912,5696.711209578254,Yenilenebilir (Güneş/Rüzgar/Hidro)
2018-05-15,2018,5,Marmara,41662.44239606932,43560.7978258373,0.5948510469061803,7047.580373624391,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-04-15,2022,4,Doğu Anadolu,32086.19338701311,31314.65450236228,0.42479835426624835,5967.804676893929,Karma Enerji Üretimi
2023-01-15,2023,1,Doğu Anadolu,37136.549545038186,37896.194110148004,0.4190914547575729,4732.620839763591,Karma Enerji Üretimi
2019-12-15,2019,12,İç Anadolu,43698.438632503734,41814.85246547557,0.2728218884605017,4410.935373466001,Termik (Kömür/Doğalgaz)
2019-05-15,2019,5,Akdeniz,41122.60351011777,42283.846139911875,0.4768065043946671,6692.246046256632,Karma Enerji Üretimi
2020-11-15,2020,11,Karadeniz,22778.902765973213,22618.66870368637,0.5990921001938407,7209.6678339590435,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-03-15,2019,3,Karadeniz,15363.623239316797,14966.014909284297,0.6403495019640215,7007.685559414947,Yenilenebilir (Güneş/Rüzgar/Hidro)
2023-07-15,2023,7,Akdeniz,23474.881979185568,23129.919507778523,0.6076377210133004,7732.282565752027,Yenilenebilir (Güneş/Rüzgar/Hidro)
2014-07-15,2014,7,Marmara,16223.254246642917,16370.712179299768,0.521025744736913,3082.9391446392806,Karma Enerji Üretimi
2023-07-15,2023,7,Ege,43233.62437601021,44860.58967779698,0.29102718503343594,4963.653716357081,Termik (Kömür/Doğalgaz)
2022-03-15,2022,3,Akdeniz,19800.74809389582,18856.94958688691,0.5524854455800707,5292.615044409453,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-06-15,2019,6,Akdeniz,33584.71038028844,33462.10618367711,0.4019143120716919,7316.6682478591265,Karma Enerji Üretimi
2022-08-15,2022,8,Ege,39247.056300276665,41004.10001627539,0.27892659010317544,7775.576036458507,Termik (Kömür/Doğalgaz)
2019-03-15,2019,3,Karadeniz,15363.623239316797,14966.014909284297,0.6403495019640215,7007.685559414947,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-05-15,2016,5,Akdeniz,18525.787403313145,18802.211236851774,0.5484179517061694,5916.843825485798,Karma Enerji Üretimi
2015-07-15,2015,7,Doğu Anadolu,30889.517350680195,30092.11153675331,0.2872411071223597,7486.078789766634,Termik (Kömür/Doğalgaz)
2016-03-15,2016,3,Marmara,26160.542573783496,26883.65387652715,0.3863214161012072,7653.786628017823,Karma Enerji Üretimi
2019-10-15,2019,10,Doğu Anadolu,44824.18083663503,45549.61174786133,0.47311336694801,6653.25255119623,Karma Enerji Üretimi
2023-11-15,2023,11,Akdeniz,29519.68104539241,28059.382203819994,0.5717978569727289,6864.047866451687,Yenilenebilir (Güneş/Rüzgar/Hidro)
2023-02-15,2023,2,Doğu Anadolu,44739.837046926616,44938.8502790217,0.6351073401012824,3378.0252030837537,Yenilenebilir (Güneş/Rüzgar/Hidro)
2020-07-15,2020,7,Akdeniz,28810.748136057788,29861.083169410766,0.46865928807511537,4902.002744852049,Karma Enerji Üretimi
2020-12-15,2020,12,Doğu Anadolu,16960.984726931558,16939.904247503586,0.26344544007331305,3313.266017276773,Termik (Kömür/Doğalgaz)
2019-05-15,2019,5,Güneydoğu Anadolu,23863.34332432261,24505.799765094234,0.4998654275417055,4909.698198264479,Karma Enerji Üretimi
2018-01-15,2018,1,Doğu Anadolu,24573.01419729767,25381.25865889922,0.26480305388619707,5981.349392410266,Termik (Kömür/Doğalgaz)
2014-09-15,2014,9,Doğu Anadolu,15463.698495866023,16126.037407069954,0.42127365932692573,7833.274095218348,Karma Enerji Üretimi
2016-06-15,2016,6,Ege,33881.95914405788,34545.19405232585,0.43181642590710934,6137.790400420317,Karma Enerji Üretimi
2024-08-15,2024,8,Karadeniz,21586.617696894056,22579.305948413814,0.4965201943702896,5784.39221586048,Karma Enerji Üretimi
2022-01-15,2022,1,Doğu Anadolu,15526.570900998868,15205.650050064716,0.5592567495674686,5589.802638562895,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-08-15,2015,8,Karadeniz,34558.837785078016,33605.94456440601,0.5348716885390143,4186.245437484,Karma Enerji Üretimi
2023-04-15,2023,4,İç Anadolu,37161.69452179699,35354.69060362739,0.34935050414792007,4072.0324149658227,Termik (Kömür/Doğalgaz)
2024-04-15,2024,4,Güneydoğu Anadolu,42981.31524398284,43171.52461081578,0.3301128071470504,6083.918039262706,Termik (Kömür/Doğalgaz)
2017-11-15,2017,11,İç Anadolu,17483.960037753794,17664.31077372583,0.3481396438725284,4946.478070209882,Termik (Kömür/Doğalgaz)
2020-09-15,2020,9,Güneydoğu Anadolu,34269.76577715682,32778.52923757278,0.48199351497125253,5807.422939797619,Karma Enerji Üretimi
2019-02-15,2019,2,Güneydoğu Anadolu,30811.24391734955,30583.497628499666,0.3022841506960798,7433.0210762023335,Termik (Kömür/Doğalgaz)
2017-03-15,2017,3,Karadeniz,21966.38085440452,22844.101580033053,0.4035564885492846,5717.764305569943,Karma Enerji Üretimi
2022-10-15,2022,10,Karadeniz,38667.974153280215,40183.26434997341,0.42352696783061183,7549.71571927196,Karma Enerji Üretimi
2018-02-15,2018,2,İç Anadolu,41579.33244708562,42061.08384906674,0.3431837899014535,3122.00390778269,Termik (Kömür/Doğalgaz)
2018-07-15,2018,7,Karadeniz,39090.776934979905,39243.86140808005,0.37452307966240145,6051.668916554592,Karma Enerji Üretimi
2020-11-15,2020,11,Marmara,18550.08572770162,18382.95852572356,0.585920914254247,4919.16475966522,Yenilenebilir (Güneş/Rüzgar/Hidro)
2020-02-15,2020,2,Akdeniz,19267.481060615886,18537.985209721657,0.37131005902703823,3505.2290550532334,Karma Enerji Üretimi
2017-11-15,2017,11,Marmara,20261.138358703487,21100.784136092003,0.41750820995682925,4915.692641247488,Karma Enerji Üretimi
2018-08-15,2018,8,İç Anadolu,19908.714635750075,20495.642553545735,0.5274728903125955,4103.848063943802,Karma Enerji Üretimi
2018-07-15,2018,7,Akdeniz,24028.907008404487,24529.12178438477,0.27694024058750866,5910.852300881366,Termik (Kömür/Doğalgaz)
2015-11-15,2015,11,Doğu Anadolu,16550.45163505823,16602.344966388602,0.46625404864404263,6187.149507491033,Karma Enerji Üretimi
2023-12-15,2023,12,Doğu Anadolu,42235.15541650602,42264.97194422557,0.3251681523261292,3384.8583469043706,Termik (Kömür/Doğalgaz)
2022-08-15,2022,8,Karadeniz,27086.198478979113,26531.718248103996,0.3429537292224191,4405.0224945435675,Termik (Kömür/Doğalgaz)
2024-11-15,2024,11,Marmara,21603.339777142595,21280.414208390415,0.3990133095038203,3343.568388619805,Karma Enerji Üretimi
2018-05-15,2018,5,İç Anadolu,26180.65551036942,25551.675167865356,0.5393680454754339,5479.378675393854,Karma Enerji Üretimi
2022-01-15,2022,1,İç Anadolu,15351.198321927122,15231.511568417483,0.3680162830616625,5430.002468988016,Karma Enerji Üretimi
2015-11-15,2015,11,Ege,32348.40422988522,30847.251538562778,0.43623920725298404,5713.223173537883,Karma Enerji Üretimi
2015-04-15,2015,4,Doğu Anadolu,17545.131422555758,18398.946958577784,0.39970831830244813,4853.2107353344545,Karma Enerji Üretimi
2023-05-15,2023,5,İç Anadolu,29307.003194039098,29946.86643943766,0.3489361263276333,6203.075917744437,Termik (Kömür/Doğalgaz)
2021-11-15,2021,11,Marmara,21572.064273055734,20572.676618609134,0.2932103016522766,4694.303246693758,Termik (Kömür/Doğalgaz)
2017-02-15,2017,2,Marmara,25196.248913041985,25762.576865323936,0.27614253631957697,4576.451689153051,Termik (Kömür/Doğalgaz)
2022-11-15,2022,11,Ege,38586.16956783174,39490.79889955354,0.40374201540965393,3125.967069796147,Karma Enerji Üretimi
2015-02-15,2015,2,Karadeniz,22763.399448000506,23133.35541579563,0.3746844304357644,5600.340105889054,Karma Enerji Üretimi
2016-09-15,2016,9,Marmara,36122.393042976706,35085.55090543715,0.3045485902347079,3072.72332833941,Termik (Kömür/Doğalgaz)
2015-03-15,2015,3,İç Anadolu,23428.035290621425,23528.0638249217,0.30636968998990505,7010.984903770199,Termik (Kömür/Doğalgaz)
2019-11-15,2019,11,Akdeniz,23192.124299184372,23234.052798563025,0.36949022943550924,7703.396225576703,Karma Enerji Üretimi
2018-01-15,2018,1,Marmara,22490.040265775577,22466.256966427798,0.3384837767278409,7938.340039983235,Termik (Kömür/Doğalgaz)
2020-07-15,2020,7,İç Anadolu,37651.257862388346,37502.68410603726,0.5867994211560246,6642.453385808066,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-06-15,2019,6,Karadeniz,30572.45355408654,30508.807446161707,0.2602568263225743,4706.239138130782,Termik (Kömür/Doğalgaz)
2017-06-15,2017,6,Marmara,40517.45187282725,42005.634383882985,0.5333451906860139,7185.06664181836,Karma Enerji Üretimi
2021-03-15,2021,3,Ege,22163.886341446178,22055.813778095482,0.64399586245635,6860.062381549951,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-01-15,2016,1,Doğu Anadolu,15795.339316248654,15930.824757374936,0.626092096569983,5877.370889379395,Yenilenebilir (Güneş/Rüzgar/Hidro)
2023-07-15,2023,7,Doğu Anadolu,29926.195564383066,29042.415483342666,0.4864521213034066,3930.6794887667397,Karma Enerji Üretimi
2024-07-15,2024,7,Doğu Anadolu,20377.597672178425,20772.820344588396,0.34183926430158745,3587.7565007511,Termik (Kömür/Doğalgaz)
2024-06-15,2024,6,Karadeniz,18312.95590233308,17926.89580236903,0.37392275012898757,4249.784731988106,Karma Enerji Üretimi
2022-06-15,2022,6,Güneydoğu Anadolu,15573.482832892922,15537.42004803074,0.5250888169722243,6613.5347884911425,Karma Enerji Üretimi
2022-06-15,2022,6,Marmara,27861.06062959301,26549.27765346052,0.44235605864120364,6312.17005850534,Karma Enerji Üretimi
2015-11-15,2015,11,Doğu Anadolu,16550.45163505823,16602.344966388602,0.46625404864404263,6187.149507491033,Karma Enerji Üretimi
2020-01-15,2020,1,Akdeniz,22695.901873327435,23045.81503596893,0.32923905310389606,5826.651272858049,Termik (Kömür/Doğalgaz)
2019-10-15,2019,10,Marmara,23224.819996794176,22248.029051857287,0.28426329983857224,7470.954373320591,Termik (Kömür/Doğalgaz)
2020-09-15,2020,9,İç Anadolu,32969.355245316314,31699.81416399707,0.2875429139293425,7548.134097182962,Termik (Kömür/Doğalgaz)
2017-04-15,2017,4,İç Anadolu,16735.280296901892,17520.33669724393,0.6035143539853702,7638.761415976065,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-10-15,2019,10,Karadeniz,24845.782608279347,24681.84855983931,0.2854401718718469,4103.059763556056,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Güneydoğu Anadolu,41216.70232687546,41618.20701036456,0.49020674417346133,6325.183372731277,Karma Enerji Üretimi
2016-05-15,2016,5,Karadeniz,36217.159029401955,34958.75415547371,0.48051534406672525,6033.575231914279,Karma Enerji Üretimi
2024-06-15,2024,6,Doğu Anadolu,30450.169791291693,30558.43176127311,0.3927543900684441,4768.94579368218,Karma Enerji Üretimi
2017-04-15,2017,4,Doğu Anadolu,21877.541856979245,22363.77584376329,0.5380146146184297,6205.738164426486,Karma Enerji Üretimi
2017-09-15,2017,9,Akdeniz,22782.703002938775,22508.60978956638,0.4861179770059231,4340.318204114381,Karma Enerji Üretimi
2020-06-15,2020,6,Doğu Anadolu,26165.010715125398,25987.289806568417,0.42576199587778085,6064.697912472628,Karma Enerji Üretimi
2022-05-15,2022,5,Ege,29266.3811246048,29392.29851178805,0.34109989444128386,7820.144235827569,Termik (Kömür/Doğalgaz)
2022-07-15,2022,7,Güneydoğu Anadolu,24946.940972015815,25832.632720325353,0.33283032368434207,3355.791425867164,Termik (Kömür/Doğalgaz)
2015-10-15,2015,10,Marmara,40534.10014550571,39792.00996776233,0.317797098674437,5784.006312291751,Termik (Kömür/Doğalgaz)
2016-12-15,2016,12,Akdeniz,23513.277173961735,23191.338782481613,0.5083668965326404,5853.89152334456,Karma Enerji Üretimi
2015-04-15,2015,4,Doğu Anadolu,42226.99421778279,41168.33065877442,0.41415316921425194,6777.755692715244,Karma Enerji Üretimi
2015-02-15,2015,2,Güneydoğu Anadolu,37518.44254922575,38669.638702956305,0.6462020568002693,5063.0883845571325,Yenilenebilir (Güneş/Rüzgar/Hidro)
2018-10-15,2018,10,Karadeniz,30988.73359654006,30444.36614387889,0.38320076522327917,6347.434775990951,Karma Enerji Üretimi
2018-05-15,2018,5,Karadeniz,40536.207421463056,40516.533282695455,0.4422346309306592,5962.038923297589,Karma Enerji Üretimi
2018-05-15,2018,5,Marmara,41662.44239606932,43560.7978258373,0.5948510469061803,7047.580373624391,Yenilenebilir (Güneş/Rüzgar/Hidro)
2024-12-15,2024,12,Karadeniz,24414.804246732467,23783.68309018664,0.33596505481455835,5124.254214340435,Termik (Kömür/Doğalgaz)
2024-11-15,2024,11,Karadeniz,31452.574889806878,30088.990418456917,0.5566060198130338,5918.56793865682,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-02-15,2019,2,Marmara,33587.63864693489,34092.1286485193,0.3108099412514592,3306.748135553341,Termik (Kömür/Doğalgaz)
2021-10-15,2021,10,Akdeniz,25807.017564012836,25214.471114903856,0.587084760864222,4566.739587925716,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-08-15,2017,8,Güneydoğu Anadolu,39906.59593700975,39496.29040309117,0.5172340546282586,4024.921477079105,Karma Enerji Üretimi
2024-04-15,2024,4,Güneydoğu Anadolu,42981.31524398284,43171.52461081578,0.3301128071470504,6083.918039262706,Termik (Kömür/Doğalgaz)
2018-05-15,2018,5,Güneydoğu Anadolu,39535.02648525065,38033.521979772515,0.46779563918433986,3028.793302490608,Karma Enerji Üretimi
2022-04-15,2022,4,Ege,16316.998279290154,15771.602252537465,0.42821665549675636,4045.927327039639,Karma Enerji Üretimi
2014-10-15,2014,10,Karadeniz,25784.734536592656,25252.516586409885,0.5737444621914054,7050.566973395904,Yenilenebilir (Güneş/Rüzgar/Hidro)
2014-07-15,2014,7,İç Anadolu,35728.13214307398,35323.45869162258,0.6246919954946939,3687.604720729966,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-07-15,2015,7,İç Anadolu,35728.13214307398,35323.45869162258,0.6246919954946939,3687.604720729966,Yenilenebilir (Güneş/Rüzgar/Hidro)
2020-08-15,2020,8,Ege,35666.55906150272,36998.07344425891,0.5045165415916992,6805.607685215789,Karma Enerji Üretimi
2015-05-15,2015,5,Doğu Anadolu,18595.961020010483,18293.99082572856,0.6271638815650077,4616.014660103776,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-10-15,2022,10,Ege,36209.294623671485,34625.82459040317,0.585735396942401,3019.0996132929154,Yenilenebilir (Güneş/Rüzgar/Hidro)
2024-11-15,2024,11,Akdeniz,29519.68104539241,28059.382203819994,0.5717978569727289,6864.047866451687,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-08-15,2017,8,Akdeniz,21932.24389764214,22309.24325532636,0.25788421510174564,3520.542909922869,Termik (Kömür/Doğalgaz)
2021-05-15,2021,5,Ege,31792.670509151478,31879.78122497363,0.5377414489476635,7451.290265089011,Karma Enerji Üretimi
2023-03-15,2023,3,Doğu Anadolu,19028.245527068266,19899.61381613731,0.461863889578248,4209.466470564446,Karma Enerji Üretimi
2018-12-15,2018,12,Ege,31614.06722137129,30999.250469793315,0.4087926068297134,5236.012702524178,Karma Enerji Üretimi
2022-10-15,2022,10,Marmara,22959.78412666401,23192.949641258936,0.36862396488237226,6572.120820356211,Karma Enerji Üretimi
2019-02-15,2019,2,Güneydoğu Anadolu,30811.24391734955,30583.497628499666,0.3022841506960798,7433.0210762023335,Termik (Kömür/Doğalgaz)
2021-12-15,2021,12,Marmara,39713.71152663884,41520.9257146668,0.5784793130200907,3007.8255259573643,Yenilenebilir (Güneş/Rüzgar/Hidro)
2015-02-15,2015,2,Karadeniz,18544.944828649688,18909.792816392,0.5015771387119536,7387.360067635264,Karma Enerji Üretimi
2017-11-15,2017,11,Marmara,20261.138358703487,21100.784136092003,0.41750820995682925,4915.692641247488,Karma Enerji Üretimi
2020-03-15,2020,3,Güneydoğu Anadolu,28631.320036798825,29617.259821084463,0.28923303231369785,5441.205685108891,Termik (Kömür/Doğalgaz)
2016-10-15,2016,10,Marmara,18841.375168733175,18185.51197405714,0.30553086905976407,6204.3737240160735,Termik (Kömür/Doğalgaz)
2022-10-15,2022,10,Güneydoğu Anadolu,40696.116712437804,41514.79992906802,0.540822704646156,5810.363972012856,Karma Enerji Üretimi
2021-06-15,2021,6,Marmara,37853.945741330914,37424.45679147491,0.4545101848803005,5461.627400005909,Karma Enerji Üretimi
2019-08-15,2019,8,İç Anadolu,16302.375985644576,16519.44436443853,0.6305613368826628,6008.059100731656,Yenilenebilir (Güneş/Rüzgar/Hidro)
2021-03-15,2021,3,Karadeniz,23677.343159179636,24624.633840829447,0.2964555840802102,7779.594144776596,Termik (Kömür/Doğalgaz)
2022-01-15,2022,1,İç Anadolu,35326.2680237686,34661.65324575,0.559596551261105,6864.6074093805755,Yenilenebilir (Güneş/Rüzgar/Hidro)
2022-08-15,2022,8,Marmara,27213.194673768827,26032.168813977736,0.38952821358779177,3554.990493956574,Karma Enerji Üretimi
2018-04-15,2018,4,Karadeniz,35880.61854161377,34638.775645582704,0.5763332499962471,4122.202859183303,Yenilenebilir (Güneş/Rüzgar/Hidro)
2017-04-15,2017,4,Akdeniz,44847.23467939306,43384.7450505612,0.40849680756106355,6791.192378520456,Karma Enerji Üretimi
2018-07-15,2018,7,Doğu Anadolu,36484.52022669581,35654.94980226555,0.4154196406101406,3609.430466684738,Karma Enerji Üretimi
2022-01-15,2022,1,Marmara,33377.204050344575,34624.50547108987,0.5395892221864376,3602.7920820184513,Karma Enerji Üretimi
2022-09-15,2022,9,Karadeniz,31575.029022236675,31638.71551574541,0.3071503845357647,6876.730752015677,Termik (Kömür/Doğalgaz)
2022-05-15,2022,5,Ege,29266.3811246048,29392.29851178805,0.34109989444128386,7820.144235827569,Termik (Kömür/Doğalgaz)
2016-08-15,2016,8,Ege,40489.421720322345,39466.448794626376,0.43021765412403745,3645.797075757475,Karma Enerji Üretimi
2021-11-15,2021,11,Doğu Anadolu,23241.945765585588,22996.92005225012,0.41873127141553257,5055.105376327729,Karma Enerji Üretimi
2018-09-15,2018,9,Güneydoğu Anadolu,18851.828683623757,18105.50297689281,0.5397355268514965,5891.934585032046,Karma Enerji Üretimi
2020-10-15,2020,10,Güneydoğu Anadolu,34276.95598605575,34007.018284950216,0.5044709458832931,6928.258090401159,Karma Enerji Üretimi
2020-09-15,2020,9,Ege,24807.94849014237,23936.911773979755,0.37224168619608594,7383.253809141002,Karma Enerji Üretimi
2022-09-15,2022,9,İç Anadolu,24758.85402069093,25285.280075478007,0.5767117866022544,3908.0698387830134,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-07-15,2019,7,Doğu Anadolu,36484.52022669581,35654.94980226555,0.4154196406101406,3609.430466684738,Karma Enerji Üretimi
2016-12-15,2016,12,Ege,38675.137158220154,38669.11234121176,0.2847681152349695,5685.5327090927385,Termik (Kömür/Doğalgaz)
2020-03-15,2020,3,Güneydoğu Anadolu,28631.320036798825,29617.259821084463,0.28923303231369785,5441.205685108891,Termik (Kömür/Doğalgaz)
2020-07-15,2020,7,Karadeniz,44304.009855319775,42579.345988345376,0.41901937132477785,3210.1233758570265,Karma Enerji Üretimi
2019-12-15,2019,12,Ege,31614.06722137129,30999.250469793315,0.4087926068297134,5236.012702524178,Karma Enerji Üretimi
2016-09-15,2016,9,Karadeniz,33724.46723547402,33418.962858714796,0.4708188723407921,5180.632645676584,Karma Enerji Üretimi
2018-06-15,2018,6,Marmara,40517.45187282725,42005.634383882985,0.5333451906860139,7185.06664181836,Karma Enerji Üretimi
2018-03-15,2018,3,Karadeniz,21966.38085440452,22844.101580033053,0.4035564885492846,5717.764305569943,Karma Enerji Üretimi
2017-02-15,2017,2,Doğu Anadolu,43150.21370463114,41774.72757293896,0.276598506946711,6705.603246450295,Termik (Kömür/Doğalgaz)
2017-07-15,2017,7,Akdeniz,26293.90100634149,27110.466860018205,0.6449104517259778,3752.084455517641,Yenilenebilir (Güneş/Rüzgar/Hidro)
2018-04-15,2018,4,Karadeniz,18824.659869959472,18631.306688007167,0.5689181463118215,3749.587136743869,Yenilenebilir (Güneş/Rüzgar/Hidro)
2019-10-15,2019,10,Marmara,23069.80213305293,23756.265090511843,0.3741447835694295,5276.100745409006,Karma Enerji Üretimi
2023-10-15,2023,10,Marmara,22959.78412666401,23192.949641258936,0.36862396488237226,6572.120820356211,Karma Enerji Üretimi
2017-09-15,2017,9,Akdeniz,26896.283469638103,27224.65131935826,0.594945483498698,7747.603118288211,Yenilenebilir (Güneş/Rüzgar/Hidro)
2016-03-15,2016,3,Ege,26660.31869068446,26050.72792250031,0.5814950036607718,4783.766633467946,Yenilenebilir (Güneş/Rüzgar/Hidro)
